Begin,End,Label,Type,Speaker
0.59,0.76,er,words,015706
0.76,1.09,eitthvað,words,015706
1.09,1.54,fjallað,words,015706
1.54,1.72,um,words,015706
1.72,1.92,það,words,015706
1.92,1.96,í,words,015706
1.96,2.92,íslendingasögu,words,015706
2.92,3.02,og,words,015706
3.1,3.82,þjóðsögum,words,015706
0.59,0.75,ɛː,phones,015706
0.75,0.76,r,phones,015706
0.76,0.88,ei,phones,015706
0.88,0.96,h,phones,015706
0.96,1.0,k,phones,015706
1.0,1.02,v,phones,015706
1.02,1.08,a,phones,015706
1.08,1.09,ð,phones,015706
1.09,1.19,f,phones,015706
1.19,1.22,j,phones,015706
1.22,1.31,a,phones,015706
1.31,1.42,t,phones,015706
1.42,1.46,l,phones,015706
1.46,1.49,a,phones,015706
1.49,1.54,ð,phones,015706
1.54,1.57,ʏ,phones,015706
1.57,1.72,m,phones,015706
1.72,1.73,θ,phones,015706
1.73,1.87,aː,phones,015706
1.87,1.92,ð,phones,015706
1.92,1.96,iː,phones,015706
1.96,2.07,i,phones,015706
2.07,2.13,s,phones,015706
2.13,2.18,t,phones,015706
2.18,2.21,l,phones,015706
2.21,2.24,ɛ,phones,015706
2.24,2.32,n,phones,015706
2.32,2.35,t,phones,015706
2.35,2.39,i,phones,015706
2.39,2.42,ŋ,phones,015706
2.42,2.45,k,phones,015706
2.45,2.5,a,phones,015706
2.5,2.65,s,phones,015706
2.65,2.79,œː,phones,015706
2.79,2.81,ɣ,phones,015706
2.81,2.92,ʏ,phones,015706
2.92,2.95,ɔː,phones,015706
2.95,3.02,ɣ,phones,015706
3.1,3.2,θ,phones,015706
3.2,3.25,j,phones,015706
3.25,3.36,ou,phones,015706
3.36,3.37,ð,phones,015706
3.37,3.5,s,phones,015706
3.5,3.61,œ,phones,015706
3.61,3.63,ɣ,phones,015706
3.63,3.69,ʏ,phones,015706
3.69,3.82,m,phones,015706
