Begin,End,Label,Type,Speaker
0.89,1.2,hvaða,words,016013
1.2,1.45,dagur,words,016013
1.45,1.56,er,words,016013
1.56,1.83,í,words,016013
1.83,2.31,dag,words,016013
0.89,0.96,k,phones,016013
0.96,0.98,v,phones,016013
0.98,1.06,aː,phones,016013
1.06,1.07,ð,phones,016013
1.07,1.2,a,phones,016013
1.2,1.25,t,phones,016013
1.25,1.38,a,phones,016013
1.38,1.4,ɣ,phones,016013
1.4,1.44,ʏ,phones,016013
1.44,1.45,r,phones,016013
1.45,1.55,ɛː,phones,016013
1.55,1.56,r,phones,016013
1.56,1.83,iː,phones,016013
1.83,1.88,t,phones,016013
1.88,2.18,aː,phones,016013
2.18,2.31,ɣ,phones,016013
