Begin,End,Label,Type,Speaker
0.24,0.54,hver,words,013942
0.54,0.76,á,words,013942
0.76,0.98,allt,words,013942
1.02,1.34,þetta,words,013942
1.34,1.58,dót,words,013942
0.24,0.28,k,phones,013942
0.28,0.3,v,phones,013942
0.3,0.43,ɛː,phones,013942
0.43,0.54,r,phones,013942
0.54,0.76,auː,phones,013942
0.76,0.84,a,phones,013942
0.84,0.86,l̥,phones,013942
0.86,0.98,t,phones,013942
1.02,1.03,θ,phones,013942
1.03,1.16,ɛ,phones,013942
1.16,1.21,h,phones,013942
1.21,1.25,t,phones,013942
1.25,1.34,a,phones,013942
1.34,1.42,t,phones,013942
1.42,1.54,ouː,phones,013942
1.54,1.58,t,phones,013942
