Begin,End,Label,Type,Speaker
1.11,1.47,sjá,words,012511
1.47,1.72,einnig,words,012511
1.72,2.0,svar,words,012511
2.0,2.29,sama,words,012511
2.29,2.65,höfundar,words,012511
2.65,2.71,við,words,012511
2.71,3.44,spurningunni,words,012511
4.11,4.41,hvað,words,012511
4.41,4.59,er,words,012511
4.59,5.13,ást,words,012511
1.11,1.26,s,phones,012511
1.26,1.34,j,phones,012511
1.34,1.47,auː,phones,012511
1.47,1.58,ei,phones,012511
1.58,1.61,t,phones,012511
1.61,1.66,n,phones,012511
1.66,1.7,ɪ,phones,012511
1.7,1.72,ɣ,phones,012511
1.72,1.81,s,phones,012511
1.81,1.83,v,phones,012511
1.83,1.99,aː,phones,012511
1.99,2.0,r,phones,012511
2.0,2.11,s,phones,012511
2.11,2.23,aː,phones,012511
2.23,2.26,m,phones,012511
2.26,2.29,a,phones,012511
2.29,2.32,h,phones,012511
2.32,2.43,œː,phones,012511
2.43,2.45,v,phones,012511
2.45,2.5,ʏ,phones,012511
2.5,2.53,n,phones,012511
2.53,2.59,t,phones,012511
2.59,2.62,a,phones,012511
2.62,2.65,r,phones,012511
2.65,2.67,v,phones,012511
2.67,2.7,ɪː,phones,012511
2.7,2.71,ð,phones,012511
2.71,2.81,s,phones,012511
2.81,2.86,p,phones,012511
2.86,2.92,ʏ,phones,012511
2.92,2.96,r,phones,012511
2.96,3.0,t,phones,012511
3.0,3.03,n,phones,012511
3.03,3.07,i,phones,012511
3.07,3.11,ŋ,phones,012511
3.11,3.16,k,phones,012511
3.16,3.21,ʏ,phones,012511
3.21,3.28,n,phones,012511
3.28,3.44,ɪ,phones,012511
4.11,4.21,k,phones,012511
4.21,4.23,v,phones,012511
4.23,4.38,aː,phones,012511
4.38,4.41,ð,phones,012511
4.41,4.48,ɛː,phones,012511
4.48,4.59,r,phones,012511
4.59,4.69,au,phones,012511
4.69,4.9,s,phones,012511
4.9,5.13,t,phones,012511
