Begin,End,Label,Type,Speaker
0.85,1.12,megum,words,010735
1.12,1.22,við,words,010735
1.22,1.33,fá,words,010735
1.33,1.99,hund,words,010735
0.85,0.93,m,phones,010735
0.93,1.03,eiː,phones,010735
1.03,1.05,ɣ,phones,010735
1.05,1.09,ʏ,phones,010735
1.09,1.12,m,phones,010735
1.12,1.14,v,phones,010735
1.14,1.21,ɪː,phones,010735
1.21,1.22,ð,phones,010735
1.22,1.29,f,phones,010735
1.29,1.33,auː,phones,010735
1.33,1.44,h,phones,010735
1.44,1.51,ʏ,phones,010735
1.51,1.71,n,phones,010735
1.71,1.99,t,phones,010735
