Begin,End,Label,Type,Speaker
1.3,1.65,hvenær,words,008597
1.65,1.9,hófu,words,008597
1.9,2.18,menn,words,008597
2.18,2.31,að,words,008597
2.31,2.7,brugga,words,008597
2.7,3.37,bjór,words,008597
1.3,1.39,k,phones,008597
1.39,1.41,v,phones,008597
1.41,1.52,ɛː,phones,008597
1.52,1.58,n,phones,008597
1.58,1.62,ai,phones,008597
1.62,1.65,r,phones,008597
1.65,1.73,h,phones,008597
1.73,1.85,ouː,phones,008597
1.85,1.87,v,phones,008597
1.87,1.9,ʏ,phones,008597
1.9,2.0,m,phones,008597
2.0,2.08,ɛ,phones,008597
2.08,2.18,n,phones,008597
2.18,2.3,aː,phones,008597
2.3,2.31,ð,phones,008597
2.31,2.7,spn,phones,008597
2.7,2.76,p,phones,008597
2.76,2.83,j,phones,008597
2.83,2.93,ouː,phones,008597
2.93,3.37,r,phones,008597
