Begin,End,Label,Type,Speaker
0.59,1.18,bjarma,words,016077
1.24,1.47,hvað,words,016077
1.47,1.51,er,words,016077
1.51,1.58,að,words,016077
1.58,2.16,frétta,words,016077
0.59,0.63,p,phones,016077
0.63,0.68,j,phones,016077
0.68,0.75,a,phones,016077
0.75,0.76,r,phones,016077
0.76,0.92,m,phones,016077
0.92,1.18,a,phones,016077
1.24,1.29,k,phones,016077
1.29,1.31,v,phones,016077
1.31,1.43,aː,phones,016077
1.43,1.47,ð,phones,016077
1.47,1.5,ɛː,phones,016077
1.5,1.51,r,phones,016077
1.51,1.57,aː,phones,016077
1.57,1.58,ð,phones,016077
1.58,1.67,f,phones,016077
1.67,1.68,r,phones,016077
1.68,1.74,j,phones,016077
1.74,1.78,ɛ,phones,016077
1.78,1.94,h,phones,016077
1.94,1.98,t,phones,016077
1.98,2.16,a,phones,016077
