Begin,End,Label,Type,Speaker
0.0,0.39,trúið,words,018865
0.39,0.58,þið,words,018865
0.58,0.78,mér,words,018865
0.78,1.13,ekki,words,018865
0.0,0.06,tʰ,phones,018865
0.06,0.07,r,phones,018865
0.07,0.21,uː,phones,018865
0.21,0.38,ɪ,phones,018865
0.38,0.39,ð,phones,018865
0.39,0.4,θ,phones,018865
0.4,0.57,ɪː,phones,018865
0.57,0.58,ð,phones,018865
0.58,0.71,m,phones,018865
0.71,0.74,j,phones,018865
0.74,0.77,ɛː,phones,018865
0.77,0.78,r,phones,018865
0.78,0.99,ɛ,phones,018865
0.99,1.07,h,phones,018865
1.07,1.1,c,phones,018865
1.1,1.13,ɪ,phones,018865
