Begin,End,Label,Type,Speaker
0.76,1.15,var,words,017948
1.15,2.03,refsivöndur,words,017948
2.03,2.7,himins,words,017948
2.73,2.84,á,words,017948
2.84,3.28,lofti,words,017948
0.76,0.88,v,phones,017948
0.88,1.06,aː,phones,017948
1.06,1.15,r,phones,017948
1.15,2.03,spn,phones,017948
2.03,2.15,h,phones,017948
2.15,2.28,ɪː,phones,017948
2.28,2.39,m,phones,017948
2.39,2.45,ɪ,phones,017948
2.45,2.52,n,phones,017948
2.52,2.7,s,phones,017948
2.73,2.84,auː,phones,017948
2.84,2.92,l,phones,017948
2.92,3.0,ɔ,phones,017948
3.0,3.1,f,phones,017948
3.1,3.21,t,phones,017948
3.21,3.28,ɪ,phones,017948
