Begin,End,Label,Type,Speaker
0.78,1.06,en,words,014281
1.06,1.21,af,words,014281
1.21,1.76,hverju,words,014281
1.76,2.34,skyldi,words,014281
2.34,2.61,vera,words,014281
2.61,2.95,svona,words,014281
2.95,3.31,mikið,words,014281
3.38,3.71,bull,words,014281
3.79,3.91,í,words,014281
3.91,4.73,stjórnmálum,words,014281
0.78,0.92,ɛ,phones,014281
0.92,1.06,n,phones,014281
1.06,1.18,aː,phones,014281
1.18,1.21,v,phones,014281
1.21,1.45,k,phones,014281
1.45,1.47,v,phones,014281
1.47,1.56,ɛ,phones,014281
1.56,1.57,r,phones,014281
1.57,1.71,j,phones,014281
1.71,1.76,ʏ,phones,014281
1.76,1.9,s,phones,014281
1.9,1.97,c,phones,014281
1.97,2.02,ɪ,phones,014281
2.02,2.12,l,phones,014281
2.12,2.21,t,phones,014281
2.21,2.34,i,phones,014281
2.34,2.36,v,phones,014281
2.36,2.49,ɛː,phones,014281
2.49,2.5,r,phones,014281
2.5,2.61,a,phones,014281
2.61,2.74,s,phones,014281
2.74,2.76,v,phones,014281
2.76,2.79,ɔː,phones,014281
2.79,2.89,n,phones,014281
2.89,2.95,a,phones,014281
2.95,3.04,m,phones,014281
3.04,3.17,ɪː,phones,014281
3.17,3.25,c,phones,014281
3.25,3.3,ɪ,phones,014281
3.3,3.31,ð,phones,014281
3.38,3.44,p,phones,014281
3.44,3.6,ʏ,phones,014281
3.6,3.7,t,phones,014281
3.7,3.71,l̥,phones,014281
3.79,3.91,iː,phones,014281
3.91,4.03,s,phones,014281
4.03,4.08,t,phones,014281
4.08,4.13,j,phones,014281
4.13,4.17,ou,phones,014281
4.17,4.23,r,phones,014281
4.23,4.3,t,phones,014281
4.3,4.31,n̥,phones,014281
4.31,4.36,m,phones,014281
4.36,4.44,au,phones,014281
4.44,4.53,l,phones,014281
4.53,4.62,ʏ,phones,014281
4.62,4.73,m,phones,014281
