Begin,End,Label,Type,Speaker
0.5,0.75,hefur,words,013665
0.75,0.92,þú,words,013665
0.92,1.32,spilað,words,013665
1.32,1.77,leikinn,words,013665
0.5,0.54,h,phones,013665
0.54,0.62,ɛː,phones,013665
0.62,0.64,v,phones,013665
0.64,0.67,ʏ,phones,013665
0.67,0.75,r,phones,013665
0.75,0.76,θ,phones,013665
0.76,0.92,uː,phones,013665
0.92,1.05,s,phones,013665
1.05,1.1,p,phones,013665
1.1,1.2,ɪː,phones,013665
1.2,1.26,l,phones,013665
1.26,1.31,a,phones,013665
1.31,1.32,ð,phones,013665
1.32,1.37,l,phones,013665
1.37,1.58,eiː,phones,013665
1.58,1.64,c,phones,013665
1.64,1.74,ɪ,phones,013665
1.74,1.77,n,phones,013665
