Begin,End,Label,Type,Speaker
1.06,1.67,flóvent,words,012516
1.98,2.25,hvernig,words,012516
2.25,2.31,er,words,012516
2.31,2.62,veðrið,words,012516
2.62,2.76,í,words,012516
2.76,3.18,dag,words,012516
1.06,1.2,f,phones,012516
1.2,1.27,l,phones,012516
1.27,1.43,ouː,phones,012516
1.43,1.45,v,phones,012516
1.45,1.53,ɛ,phones,012516
1.53,1.64,n̥,phones,012516
1.64,1.67,t,phones,012516
1.98,2.06,k,phones,012516
2.06,2.08,v,phones,012516
2.08,2.14,ɛ,phones,012516
2.14,2.18,t,phones,012516
2.18,2.22,n,phones,012516
2.22,2.23,ɪ,phones,012516
2.23,2.25,ɣ,phones,012516
2.25,2.28,ɛː,phones,012516
2.28,2.31,r,phones,012516
2.31,2.33,v,phones,012516
2.33,2.37,ɛ,phones,012516
2.37,2.53,ð,phones,012516
2.53,2.54,r,phones,012516
2.54,2.61,ɪ,phones,012516
2.61,2.62,ð,phones,012516
2.62,2.76,iː,phones,012516
2.76,2.82,t,phones,012516
2.82,2.95,aː,phones,012516
2.95,3.18,ɣ,phones,012516
