Begin,End,Label,Type,Speaker
1.11,1.31,í,words,011528
1.31,1.56,hvaða,words,011528
1.56,1.91,hús,words,011528
1.91,2.01,á,words,011528
2.01,2.2,hann,words,011528
2.2,2.34,að,words,011528
2.34,2.85,venda,words,011528
1.11,1.31,iː,phones,011528
1.31,1.4,k,phones,011528
1.4,1.42,v,phones,011528
1.42,1.52,aː,phones,011528
1.52,1.53,ð,phones,011528
1.53,1.56,a,phones,011528
1.56,1.66,h,phones,011528
1.66,1.8,uː,phones,011528
1.8,1.91,s,phones,011528
1.91,2.01,auː,phones,011528
2.01,2.09,h,phones,011528
2.09,2.13,a,phones,011528
2.13,2.2,n,phones,011528
2.2,2.33,aː,phones,011528
2.33,2.34,ð,phones,011528
2.34,2.36,v,phones,011528
2.36,2.45,ɛ,phones,011528
2.45,2.61,n,phones,011528
2.61,2.66,t,phones,011528
2.66,2.85,a,phones,011528
