Begin,End,Label,Type,Speaker
0.39,0.44,það,words,017753
0.47,0.51,er,words,017753
0.51,0.63,mjög,words,017753
0.63,0.97,langur,words,017753
0.97,1.31,tími,words,017753
1.31,1.35,í,words,017753
1.35,1.75,svari,words,017753
1.75,2.22,þorsteins,words,017753
2.22,2.88,þorsteinssonar,words,017753
2.93,3.05,við,words,017753
3.05,3.7,spurningunni,words,017753
3.73,4.09,hvenær,words,017753
4.09,4.27,deyr,words,017753
4.27,4.79,mannkynið,words,017753
0.39,0.4,θ,phones,017753
0.4,0.43,aː,phones,017753
0.43,0.44,ð,phones,017753
0.47,0.5,ɛː,phones,017753
0.5,0.51,r,phones,017753
0.51,0.54,m,phones,017753
0.54,0.57,j,phones,017753
0.57,0.61,œː,phones,017753
0.61,0.63,ɣ,phones,017753
0.63,0.72,l,phones,017753
0.72,0.77,au,phones,017753
0.77,0.84,ŋ,phones,017753
0.84,0.88,k,phones,017753
0.88,0.92,ʏ,phones,017753
0.92,0.97,r,phones,017753
0.97,1.08,tʰ,phones,017753
1.08,1.19,iː,phones,017753
1.19,1.26,m,phones,017753
1.26,1.31,ɪ,phones,017753
1.31,1.35,iː,phones,017753
1.35,1.46,s,phones,017753
1.46,1.48,v,phones,017753
1.48,1.62,aː,phones,017753
1.62,1.63,r,phones,017753
1.63,1.75,ɪ,phones,017753
1.75,1.76,θ,phones,017753
1.76,1.85,ɔ,phones,017753
1.85,1.9,r̥,phones,017753
1.9,1.96,s,phones,017753
1.96,2.02,t,phones,017753
2.02,2.06,ei,phones,017753
2.06,2.1,n,phones,017753
2.1,2.22,s,phones,017753
2.22,2.23,θ,phones,017753
2.23,2.3,ɔ,phones,017753
2.3,2.34,r̥,phones,017753
2.34,2.38,s,phones,017753
2.38,2.42,t,phones,017753
2.42,2.46,ei,phones,017753
2.46,2.49,n,phones,017753
2.49,2.57,s,phones,017753
2.57,2.63,ɔː,phones,017753
2.63,2.71,n,phones,017753
2.71,2.77,a,phones,017753
2.77,2.88,r,phones,017753
2.93,2.99,v,phones,017753
2.99,3.04,ɪː,phones,017753
3.04,3.05,ð,phones,017753
3.05,3.14,s,phones,017753
3.14,3.19,p,phones,017753
3.19,3.26,ʏ,phones,017753
3.26,3.31,r,phones,017753
3.31,3.34,t,phones,017753
3.34,3.39,n,phones,017753
3.39,3.43,i,phones,017753
3.43,3.46,ŋ,phones,017753
3.46,3.49,k,phones,017753
3.49,3.55,ʏ,phones,017753
3.55,3.59,n,phones,017753
3.59,3.7,ɪ,phones,017753
3.73,3.83,k,phones,017753
3.83,3.85,v,phones,017753
3.85,3.95,ɛː,phones,017753
3.95,3.99,n,phones,017753
3.99,4.05,ai,phones,017753
4.05,4.09,r,phones,017753
4.09,4.14,t,phones,017753
4.14,4.26,eiː,phones,017753
4.26,4.27,r,phones,017753
4.27,4.36,m,phones,017753
4.36,4.41,a,phones,017753
4.41,4.51,n,phones,017753
4.51,4.61,c,phones,017753
4.61,4.65,ɪ,phones,017753
4.65,4.69,n,phones,017753
4.69,4.78,ɪ,phones,017753
4.78,4.79,ð,phones,017753
