Begin,End,Label,Type,Speaker
0.97,1.36,hvernig,words,011849
1.36,1.63,vitum,words,011849
1.63,1.72,við,words,011849
1.72,1.94,þá,words,011849
1.94,2.15,hvort,words,011849
2.15,2.42,það,words,011849
2.83,3.01,sé,words,011849
3.01,3.35,rétt,words,011849
3.35,3.55,eða,words,011849
3.55,4.16,rangt,words,011849
0.97,1.05,k,phones,011849
1.05,1.07,v,phones,011849
1.07,1.14,ɛ,phones,011849
1.14,1.23,t,phones,011849
1.23,1.26,n,phones,011849
1.26,1.29,ɪ,phones,011849
1.29,1.36,ɣ,phones,011849
1.36,1.38,v,phones,011849
1.38,1.53,ɪː,phones,011849
1.53,1.57,t,phones,011849
1.57,1.6,ʏ,phones,011849
1.6,1.63,m,phones,011849
1.63,1.65,v,phones,011849
1.65,1.71,ɪː,phones,011849
1.71,1.72,ð,phones,011849
1.72,1.73,θ,phones,011849
1.73,1.94,auː,phones,011849
1.94,1.97,k,phones,011849
1.97,1.99,v,phones,011849
1.99,2.04,ɔ,phones,011849
2.04,2.12,r̥,phones,011849
2.12,2.15,t,phones,011849
2.15,2.16,θ,phones,011849
2.16,2.41,aː,phones,011849
2.41,2.42,ð,phones,011849
2.83,2.93,s,phones,011849
2.93,2.97,j,phones,011849
2.97,3.01,ɛː,phones,011849
3.01,3.03,r,phones,011849
3.03,3.09,j,phones,011849
3.09,3.16,ɛ,phones,011849
3.16,3.3,h,phones,011849
3.3,3.35,t,phones,011849
3.35,3.41,ɛː,phones,011849
3.41,3.51,ð,phones,011849
3.51,3.55,a,phones,011849
3.55,3.57,r,phones,011849
3.57,3.67,au,phones,011849
3.67,3.92,ŋ̊,phones,011849
3.92,4.16,t,phones,011849
