Begin,End,Label,Type,Speaker
0.56,1.43,ljósum,words,012842
1.43,1.74,eða,words,012842
1.74,2.5173125,dökkum,words,012842
0.56,0.71,l,phones,012842
0.71,0.78,j,phones,012842
0.78,0.98,ouː,phones,012842
0.98,1.18,s,phones,012842
1.18,1.27,ʏ,phones,012842
1.27,1.43,m,phones,012842
1.43,1.52,ɛː,phones,012842
1.52,1.55,ð,phones,012842
1.55,1.74,a,phones,012842
1.74,1.78,t,phones,012842
1.78,1.86,œ,phones,012842
1.86,2.2,h,phones,012842
2.2,2.26,k,phones,012842
2.26,2.39,ʏ,phones,012842
2.39,2.5173125,m,phones,012842
