Begin,End,Label,Type,Speaker
0.63,1.17,hvaðan,words,012062
1.17,1.42,fær,words,012062
1.42,1.85,grasið,words,012062
1.85,2.5,orkuna,words,012062
0.63,0.74,k,phones,012062
0.74,0.76,v,phones,012062
0.76,0.98,aː,phones,012062
0.98,0.99,ð,phones,012062
0.99,1.1,a,phones,012062
1.1,1.17,n,phones,012062
1.17,1.25,f,phones,012062
1.25,1.31,aiː,phones,012062
1.31,1.42,r,phones,012062
1.42,1.49,k,phones,012062
1.49,1.5,r,phones,012062
1.5,1.65,aː,phones,012062
1.65,1.78,s,phones,012062
1.78,1.84,ɪ,phones,012062
1.84,1.85,ð,phones,012062
1.85,2.0,ɔ,phones,012062
2.0,2.17,r̥,phones,012062
2.17,2.22,k,phones,012062
2.22,2.28,ʏ,phones,012062
2.28,2.34,n,phones,012062
2.34,2.5,a,phones,012062
