Begin,End,Label,Type,Speaker
1.55,2.07,hvað,words,016121
2.07,2.31,var,words,016121
2.34,2.8,mamma,words,016121
2.8,2.88,að,words,016121
2.88,3.24,segja,words,016121
1.55,1.64,k,phones,016121
1.64,1.66,v,phones,016121
1.66,2.06,aː,phones,016121
2.06,2.07,ð,phones,016121
2.07,2.09,v,phones,016121
2.09,2.24,aː,phones,016121
2.24,2.31,r,phones,016121
2.34,2.44,m,phones,016121
2.44,2.54,a,phones,016121
2.54,2.68,m,phones,016121
2.68,2.8,a,phones,016121
2.8,2.87,aː,phones,016121
2.87,2.88,ð,phones,016121
2.88,2.99,s,phones,016121
2.99,3.12,eiː,phones,016121
3.12,3.21,j,phones,016121
3.21,3.24,a,phones,016121
