Begin,End,Label,Type,Speaker
0.87,1.41,fæðast,words,018176
1.41,1.6,þeir,words,018176
1.6,2.17,blindir,words,018176
0.87,1.02,f,phones,018176
1.02,1.15,aiː,phones,018176
1.15,1.23,ð,phones,018176
1.23,1.29,a,phones,018176
1.29,1.36,s,phones,018176
1.36,1.41,t,phones,018176
1.41,1.42,θ,phones,018176
1.42,1.48,eiː,phones,018176
1.48,1.6,r,phones,018176
1.6,1.64,p,phones,018176
1.64,1.67,l,phones,018176
1.67,1.74,ɪ,phones,018176
1.74,1.88,n,phones,018176
1.88,1.93,t,phones,018176
1.93,1.96,ɪ,phones,018176
1.96,2.17,r,phones,018176
