Begin,End,Label,Type,Speaker
1.44,1.64,er,words,012516
1.64,1.77,hann,words,012516
1.77,2.68,skeggjaður,words,012516
2.74,2.88,ef,words,012516
2.88,3.04,hann,words,012516
3.04,3.26,var,words,012516
3.26,3.35,það,words,012516
3.35,3.58,fyrir,words,012516
3.58,4.08,viku,words,012516
1.44,1.61,ɛː,phones,012516
1.61,1.64,r,phones,012516
1.64,1.68,h,phones,012516
1.68,1.71,a,phones,012516
1.71,1.77,n,phones,012516
1.77,1.9,s,phones,012516
1.9,1.97,c,phones,012516
1.97,2.15,ɛ,phones,012516
2.15,2.23,c,phones,012516
2.23,2.27,a,phones,012516
2.27,2.38,ð,phones,012516
2.38,2.43,ʏ,phones,012516
2.43,2.68,r,phones,012516
2.74,2.86,ɛː,phones,012516
2.86,2.88,v,phones,012516
2.88,2.91,h,phones,012516
2.91,2.98,a,phones,012516
2.98,3.04,n,phones,012516
3.04,3.06,v,phones,012516
3.06,3.16,aː,phones,012516
3.16,3.26,r,phones,012516
3.26,3.27,θ,phones,012516
3.27,3.34,aː,phones,012516
3.34,3.35,ð,phones,012516
3.35,3.43,f,phones,012516
3.43,3.48,ɪː,phones,012516
3.48,3.49,r,phones,012516
3.49,3.55,ɪ,phones,012516
3.55,3.58,r,phones,012516
3.58,3.6,v,phones,012516
3.6,3.74,ɪː,phones,012516
3.74,3.93,k,phones,012516
3.93,4.08,ʏ,phones,012516
