Begin,End,Label,Type,Speaker
0.49,0.71,er,words,013332
0.71,1.04,eitthvað,words,013332
1.04,1.41,vitað,words,013332
1.41,1.6,um,words,013332
1.91,2.42,uppruna,words,013332
2.47,3.04,vögguvísna,words,013332
3.04,3.19,og,words,013332
3.19,3.63,hvort,words,013332
3.63,3.8,þær,words,013332
3.8,4.28,virki,words,013332
4.31,5.08,raunverulega,words,013332
5.11,5.26,við,words,013332
5.59,6.28,svæfingu,words,013332
0.49,0.54,ɛː,phones,013332
0.54,0.71,r,phones,013332
0.71,0.75,ei,phones,013332
0.75,0.85,h,phones,013332
0.85,0.88,k,phones,013332
0.88,0.9,v,phones,013332
0.9,0.93,a,phones,013332
0.93,1.04,ð,phones,013332
1.04,1.06,v,phones,013332
1.06,1.3,ɪː,phones,013332
1.3,1.35,t,phones,013332
1.35,1.38,a,phones,013332
1.38,1.41,ð,phones,013332
1.41,1.45,ʏ,phones,013332
1.45,1.6,m,phones,013332
1.91,1.96,ʏ,phones,013332
1.96,2.16,h,phones,013332
2.16,2.19,p,phones,013332
2.19,2.2,r,phones,013332
2.2,2.23,ʏ,phones,013332
2.23,2.3,n,phones,013332
2.3,2.42,a,phones,013332
2.47,3.04,spn,phones,013332
3.04,3.12,ɔː,phones,013332
3.12,3.19,ɣ,phones,013332
3.19,3.24,k,phones,013332
3.24,3.26,v,phones,013332
3.26,3.32,ɔ,phones,013332
3.32,3.36,r̥,phones,013332
3.36,3.63,t,phones,013332
3.63,3.64,θ,phones,013332
3.64,3.74,aiː,phones,013332
3.74,3.8,r,phones,013332
3.8,3.82,v,phones,013332
3.82,3.89,ɪ,phones,013332
3.89,4.1,r̥,phones,013332
4.1,4.17,c,phones,013332
4.17,4.28,ɪ,phones,013332
4.31,4.34,r,phones,013332
4.34,4.4,œy,phones,013332
4.4,4.53,n,phones,013332
4.53,4.55,v,phones,013332
4.55,4.58,ɛ,phones,013332
4.58,4.75,r,phones,013332
4.75,4.78,ʏ,phones,013332
4.78,4.83,l,phones,013332
4.83,4.86,ɛ,phones,013332
4.86,4.88,ɣ,phones,013332
4.88,5.08,a,phones,013332
5.11,5.22,v,phones,013332
5.22,5.25,ɪː,phones,013332
5.25,5.26,ð,phones,013332
5.59,5.73,s,phones,013332
5.73,5.75,v,phones,013332
5.75,5.95,aiː,phones,013332
5.95,5.97,v,phones,013332
5.97,6.03,i,phones,013332
6.03,6.12,ŋ,phones,013332
6.12,6.17,k,phones,013332
6.17,6.28,ʏ,phones,013332
