Begin,End,Label,Type,Speaker
1.11,1.78,kathinka,words,013527
1.78,2.0,hvað,words,013527
2.0,2.11,er,words,013527
2.11,2.51,lengi,words,013527
2.51,2.85,opið,words,013527
2.85,3.0,í,words,013527
3.0,3.69,krónunni,words,013527
1.11,1.78,spn,phones,013527
1.78,1.86,k,phones,013527
1.86,1.88,v,phones,013527
1.88,1.92,aː,phones,013527
1.92,2.0,ð,phones,013527
2.0,2.03,ɛː,phones,013527
2.03,2.11,r,phones,013527
2.11,2.14,l,phones,013527
2.14,2.29,ei,phones,013527
2.29,2.37,ɲ,phones,013527
2.37,2.44,c,phones,013527
2.44,2.51,ɪ,phones,013527
2.51,2.74,ɔː,phones,013527
2.74,2.78,p,phones,013527
2.78,2.84,ɪ,phones,013527
2.84,2.85,ð,phones,013527
2.85,3.0,iː,phones,013527
3.0,3.1,kʰ,phones,013527
3.1,3.11,r,phones,013527
3.11,3.28,ouː,phones,013527
3.28,3.35,n,phones,013527
3.35,3.45,ʏ,phones,013527
3.45,3.54,n,phones,013527
3.54,3.69,ɪ,phones,013527
