Begin,End,Label,Type,Speaker
0.2,0.38,þið,words,011342
0.38,0.66,hafið,words,011342
0.66,0.85,ekki,words,011342
0.85,1.15,heyrt,words,011342
1.18,1.72,lætin,words,011342
1.72,1.94,upp,words,011342
1.94,2.11,til,words,011342
2.11,2.44,ykkar,words,011342
0.2,0.21,θ,phones,011342
0.21,0.37,ɪː,phones,011342
0.37,0.38,ð,phones,011342
0.38,0.48,h,phones,011342
0.48,0.59,aː,phones,011342
0.59,0.61,v,phones,011342
0.61,0.65,ɪ,phones,011342
0.65,0.66,ð,phones,011342
0.66,0.72,ɛ,phones,011342
0.72,0.75,h,phones,011342
0.75,0.82,c,phones,011342
0.82,0.85,ɪ,phones,011342
0.85,0.96,h,phones,011342
0.96,1.04,ei,phones,011342
1.04,1.12,r̥,phones,011342
1.12,1.15,t,phones,011342
1.18,1.31,l,phones,011342
1.31,1.56,aiː,phones,011342
1.56,1.62,t,phones,011342
1.62,1.66,ɪ,phones,011342
1.66,1.72,n,phones,011342
1.72,1.79,ʏ,phones,011342
1.79,1.88,h,phones,011342
1.88,1.94,p,phones,011342
1.94,2.01,tʰ,phones,011342
2.01,2.04,ɪː,phones,011342
2.04,2.11,l,phones,011342
2.11,2.14,ɪ,phones,011342
2.14,2.2,h,phones,011342
2.2,2.24,k,phones,011342
2.24,2.28,a,phones,011342
2.28,2.44,r,phones,011342
