Begin,End,Label,Type,Speaker
1.36,1.69,finnst,words,013693
1.69,1.81,þér,words,013693
1.85,2.13,ég,words,013693
2.16,2.4,betra,words,013693
2.4,3.01,skáld,words,013693
3.01,3.18,en,words,013693
3.18,3.73,teiknari,words,013693
1.36,1.39,f,phones,013693
1.39,1.47,ɪ,phones,013693
1.47,1.5,n,phones,013693
1.5,1.51,s,phones,013693
1.51,1.69,t,phones,013693
1.69,1.7,θ,phones,013693
1.7,1.75,j,phones,013693
1.75,1.78,ɛː,phones,013693
1.78,1.81,r,phones,013693
1.85,2.05,j,phones,013693
2.05,2.1,ɛː,phones,013693
2.1,2.13,ɣ,phones,013693
2.16,2.2,p,phones,013693
2.2,2.28,ɛː,phones,013693
2.28,2.36,t,phones,013693
2.36,2.37,r,phones,013693
2.37,2.4,a,phones,013693
2.4,2.47,s,phones,013693
2.47,2.67,k,phones,013693
2.67,2.74,au,phones,013693
2.74,2.77,l,phones,013693
2.77,3.01,t,phones,013693
3.01,3.14,ɛ,phones,013693
3.14,3.18,n,phones,013693
3.18,3.31,tʰ,phones,013693
3.31,3.36,ei,phones,013693
3.36,3.43,h,phones,013693
3.43,3.46,k,phones,013693
3.46,3.49,n,phones,013693
3.49,3.52,a,phones,013693
3.52,3.68,r,phones,013693
3.68,3.73,ɪ,phones,013693
