Begin,End,Label,Type,Speaker
0.91,1.34,getur,words,004598
1.34,1.42,þú,words,004598
1.42,1.8,sýnt,words,004598
1.8,2.04,mér,words,004598
2.04,2.33,öll,words,004598
2.37,2.98,kínversku,words,004598
2.98,3.64,myndletrin,words,004598
0.91,0.98,c,phones,004598
0.98,1.13,ɛː,phones,004598
1.13,1.18,t,phones,004598
1.18,1.23,ʏ,phones,004598
1.23,1.34,r,phones,004598
1.34,1.35,θ,phones,004598
1.35,1.42,uː,phones,004598
1.42,1.54,s,phones,004598
1.54,1.61,iː,phones,004598
1.61,1.68,n̥,phones,004598
1.68,1.8,t,phones,004598
1.8,1.85,m,phones,004598
1.85,1.93,j,phones,004598
1.93,1.97,ɛː,phones,004598
1.97,2.04,r,phones,004598
2.04,2.18,œ,phones,004598
2.18,2.32,t,phones,004598
2.32,2.33,l̥,phones,004598
2.37,2.46,cʰ,phones,004598
2.46,2.52,i,phones,004598
2.52,2.66,n,phones,004598
2.66,2.68,v,phones,004598
2.68,2.74,ɛ,phones,004598
2.74,2.77,r,phones,004598
2.77,2.87,s,phones,004598
2.87,2.92,kʰ,phones,004598
2.92,2.98,ʏ,phones,004598
2.98,3.64,spn,phones,004598
