Begin,End,Label,Type,Speaker
0.7,1.02,en,words,013649
1.02,1.34,hvers,words,013649
1.34,1.63,vegna,words,013649
1.63,2.22,ekki,words,013649
0.7,0.88,ɛ,phones,013649
0.88,1.02,n,phones,013649
1.02,1.09,k,phones,013649
1.09,1.11,v,phones,013649
1.11,1.18,ɛ,phones,013649
1.18,1.24,r̥,phones,013649
1.24,1.34,s,phones,013649
1.34,1.36,v,phones,013649
1.36,1.47,ɛ,phones,013649
1.47,1.51,k,phones,013649
1.51,1.58,n,phones,013649
1.58,1.63,a,phones,013649
1.63,1.75,ɛ,phones,013649
1.75,1.97,h,phones,013649
1.97,2.02,c,phones,013649
2.02,2.22,ɪ,phones,013649
