Begin,End,Label,Type,Speaker
1.13,1.57,arent,words,010615
1.98,2.19,hvaða,words,010615
2.19,2.81,mánaðardagur,words,010615
2.81,2.85,er,words,010615
2.85,2.95,í,words,010615
2.95,3.29,dag,words,010615
1.13,1.34,aː,phones,010615
1.34,1.35,r,phones,010615
1.35,1.45,ɛ,phones,010615
1.45,1.54,n̥,phones,010615
1.54,1.57,t,phones,010615
1.98,2.08,k,phones,010615
2.08,2.1,v,phones,010615
2.1,2.15,aː,phones,010615
2.15,2.16,ð,phones,010615
2.16,2.19,a,phones,010615
2.19,2.81,spn,phones,010615
2.81,2.84,ɛː,phones,010615
2.84,2.85,r,phones,010615
2.85,2.95,iː,phones,010615
2.95,3.0,t,phones,010615
3.0,3.11,aː,phones,010615
3.11,3.29,ɣ,phones,010615
