Begin,End,Label,Type,Speaker
0.65,0.97,kannski,words,017601
0.97,1.28,stóð,words,017601
1.28,1.46,ekki,words,017601
1.46,1.7,annað,words,017601
1.7,1.94,til,words,017601
1.94,2.18,en,words,017601
2.18,2.46,gera,words,017601
2.46,2.78,svolítið,words,017601
2.78,3.37,sprell,words,017601
3.41,3.8,halda,words,017601
3.8,4.0,uppi,words,017601
4.0,4.52,fjöri,words,017601
0.65,0.71,kʰ,phones,017601
0.71,0.74,a,phones,017601
0.74,0.79,n,phones,017601
0.79,0.87,s,phones,017601
0.87,0.94,c,phones,017601
0.94,0.97,ɪ,phones,017601
0.97,1.05,s,phones,017601
1.05,1.11,t,phones,017601
1.11,1.2,ouː,phones,017601
1.2,1.28,ð,phones,017601
1.28,1.33,ɛ,phones,017601
1.33,1.37,h,phones,017601
1.37,1.4,c,phones,017601
1.4,1.46,ɪ,phones,017601
1.46,1.51,a,phones,017601
1.51,1.58,n,phones,017601
1.58,1.69,a,phones,017601
1.69,1.7,ð,phones,017601
1.7,1.77,tʰ,phones,017601
1.77,1.89,ɪː,phones,017601
1.89,1.94,l,phones,017601
1.94,2.0,ɛ,phones,017601
2.0,2.18,n,phones,017601
2.18,2.27,c,phones,017601
2.27,2.38,ɛː,phones,017601
2.38,2.39,r,phones,017601
2.39,2.46,a,phones,017601
2.46,2.54,s,phones,017601
2.54,2.56,v,phones,017601
2.56,2.63,ɔː,phones,017601
2.63,2.66,l,phones,017601
2.66,2.69,i,phones,017601
2.69,2.73,t,phones,017601
2.73,2.77,ɪ,phones,017601
2.77,2.78,ð,phones,017601
2.78,2.9,s,phones,017601
2.9,2.95,p,phones,017601
2.95,2.96,r,phones,017601
2.96,3.11,ɛ,phones,017601
3.11,3.37,l,phones,017601
3.41,3.51,h,phones,017601
3.51,3.55,a,phones,017601
3.55,3.68,l,phones,017601
3.68,3.77,t,phones,017601
3.77,3.8,a,phones,017601
3.8,3.83,ʏ,phones,017601
3.83,3.88,h,phones,017601
3.88,3.95,p,phones,017601
3.95,4.0,ɪ,phones,017601
4.0,4.09,f,phones,017601
4.09,4.21,j,phones,017601
4.21,4.27,œː,phones,017601
4.27,4.28,r,phones,017601
4.28,4.52,ɪ,phones,017601
