Begin,End,Label,Type,Speaker
0.46,0.65,við,words,016545
0.65,0.99,erum,words,016545
0.99,1.41,hjón,words,016545
1.44,1.69,hvað,words,016545
1.69,2.09,felst,words,016545
2.09,2.29,í,words,016545
2.29,2.58,því,words,016545
2.88,3.09,að,words,016545
3.09,3.26,hvaða,words,016545
3.26,3.71,leyti,words,016545
3.71,3.99,erum,words,016545
3.99,4.05,við,words,016545
4.05,4.63,öðruvísi,words,016545
4.63,4.79,en,words,016545
4.79,5.32,vinir,words,016545
0.46,0.51,v,phones,016545
0.51,0.64,ɪː,phones,016545
0.64,0.65,ð,phones,016545
0.65,0.72,ɛː,phones,016545
0.72,0.73,r,phones,016545
0.73,0.79,ʏ,phones,016545
0.79,0.99,m,phones,016545
0.99,1.0,ç,phones,016545
1.0,1.21,ouː,phones,016545
1.21,1.41,n,phones,016545
1.44,1.54,k,phones,016545
1.54,1.56,v,phones,016545
1.56,1.68,aː,phones,016545
1.68,1.69,ð,phones,016545
1.69,1.79,f,phones,016545
1.79,1.87,ɛ,phones,016545
1.87,1.94,l,phones,016545
1.94,2.05,s,phones,016545
2.05,2.09,t,phones,016545
2.09,2.29,iː,phones,016545
2.29,2.3,θ,phones,016545
2.3,2.32,v,phones,016545
2.32,2.58,iː,phones,016545
2.88,3.08,aː,phones,016545
3.08,3.09,ð,phones,016545
3.09,3.16,k,phones,016545
3.16,3.18,v,phones,016545
3.18,3.21,aː,phones,016545
3.21,3.22,ð,phones,016545
3.22,3.26,a,phones,016545
3.26,3.34,l,phones,016545
3.34,3.53,eiː,phones,016545
3.53,3.61,t,phones,016545
3.61,3.71,ɪ,phones,016545
3.71,3.87,ɛː,phones,016545
3.87,3.88,r,phones,016545
3.88,3.96,ʏ,phones,016545
3.96,3.99,m,phones,016545
3.99,4.01,v,phones,016545
4.01,4.04,ɪː,phones,016545
4.04,4.05,ð,phones,016545
4.05,4.17,œ,phones,016545
4.17,4.31,ð,phones,016545
4.31,4.32,r,phones,016545
4.32,4.37,ʏ,phones,016545
4.37,4.39,v,phones,016545
4.39,4.46,i,phones,016545
4.46,4.59,s,phones,016545
4.59,4.63,ɪ,phones,016545
4.63,4.73,ɛ,phones,016545
4.73,4.79,n,phones,016545
4.79,4.81,v,phones,016545
4.81,4.96,ɪː,phones,016545
4.96,5.09,n,phones,016545
5.09,5.14,ɪ,phones,016545
5.14,5.32,r,phones,016545
