Begin,End,Label,Type,Speaker
0.99,1.53,hvaða,words,013581
1.53,1.87,bull,words,013581
1.96,2.12,er,words,013581
2.12,2.41,í,words,013581
2.41,2.86,þér,words,013581
0.99,1.08,k,phones,013581
1.08,1.1,v,phones,013581
1.1,1.45,aː,phones,013581
1.45,1.46,ð,phones,013581
1.46,1.53,a,phones,013581
1.53,1.57,p,phones,013581
1.57,1.75,ʏ,phones,013581
1.75,1.86,t,phones,013581
1.86,1.87,l̥,phones,013581
1.96,2.11,ɛː,phones,013581
2.11,2.12,r,phones,013581
2.12,2.41,iː,phones,013581
2.41,2.42,θ,phones,013581
2.42,2.57,j,phones,013581
2.57,2.64,ɛː,phones,013581
2.64,2.86,r,phones,013581
