Begin,End,Label,Type,Speaker
0.9,1.59,ætlaði,words,014343
1.59,1.94,þessari,words,014343
1.94,2.5,martröð,words,014343
2.57,3.02,aldrei,words,014343
3.02,3.06,að,words,014343
3.06,3.53,linna,words,014343
0.9,1.04,ai,phones,014343
1.04,1.16,h,phones,014343
1.16,1.21,t,phones,014343
1.21,1.29,l,phones,014343
1.29,1.33,a,phones,014343
1.33,1.5,ð,phones,014343
1.5,1.59,ɪ,phones,014343
1.59,1.6,θ,phones,014343
1.6,1.68,ɛ,phones,014343
1.68,1.81,s,phones,014343
1.81,1.86,a,phones,014343
1.86,1.87,r,phones,014343
1.87,1.94,ɪ,phones,014343
1.94,2.05,m,phones,014343
2.05,2.12,a,phones,014343
2.12,2.29,r̥,phones,014343
2.29,2.36,t,phones,014343
2.36,2.37,r,phones,014343
2.37,2.49,œ,phones,014343
2.49,2.5,ð,phones,014343
2.57,2.68,a,phones,014343
2.68,2.8,l,phones,014343
2.8,2.9,t,phones,014343
2.9,2.91,r,phones,014343
2.91,3.02,ei,phones,014343
3.02,3.05,aː,phones,014343
3.05,3.06,ð,phones,014343
3.06,3.15,l,phones,014343
3.15,3.22,ɪ,phones,014343
3.22,3.43,n,phones,014343
3.43,3.53,a,phones,014343
