Begin,End,Label,Type,Speaker
1.11,1.64,hver,words,013887
1.64,1.76,var,words,013887
1.76,1.94,að,words,013887
1.94,2.52,berja,words,013887
1.11,1.24,k,phones,013887
1.24,1.26,v,phones,013887
1.26,1.48,ɛː,phones,013887
1.48,1.64,r,phones,013887
1.64,1.66,v,phones,013887
1.66,1.75,aː,phones,013887
1.75,1.76,r,phones,013887
1.76,1.93,aː,phones,013887
1.93,1.94,ð,phones,013887
1.94,1.98,p,phones,013887
1.98,2.01,ɛ,phones,013887
2.01,2.39,r,phones,013887
2.39,2.42,j,phones,013887
2.42,2.52,a,phones,013887
