Begin,End,Label,Type,Speaker
0.33,0.6,hvað,words,014422
0.6,0.87,gera,words,014422
0.87,2.02,fornleifafræðingar,words,014422
0.33,0.4,k,phones,014422
0.4,0.42,v,phones,014422
0.42,0.59,aː,phones,014422
0.59,0.6,ð,phones,014422
0.6,0.71,c,phones,014422
0.71,0.8,ɛː,phones,014422
0.8,0.81,r,phones,014422
0.81,0.87,a,phones,014422
0.87,1.02,f,phones,014422
1.02,1.1,ɔ,phones,014422
1.1,1.2,r,phones,014422
1.2,1.27,t,phones,014422
1.27,1.3,l,phones,014422
1.3,1.36,ei,phones,014422
1.36,1.38,v,phones,014422
1.38,1.44,a,phones,014422
1.44,1.53,f,phones,014422
1.53,1.54,r,phones,014422
1.54,1.65,aiː,phones,014422
1.65,1.7,ð,phones,014422
1.7,1.74,i,phones,014422
1.74,1.78,ŋ,phones,014422
1.78,1.83,k,phones,014422
1.83,1.88,a,phones,014422
1.88,2.02,r,phones,014422
