Begin,End,Label,Type,Speaker
0.53,1.25,íselín,words,013220
1.78,2.23,manstu,words,013220
2.23,2.46,hvað,words,013220
2.46,2.93,verslunin,words,013220
2.93,3.12,hét,words,013220
3.12,3.24,sem,words,013220
3.24,3.3,við,words,013220
3.3,3.7,fórum,words,013220
3.7,3.83,í,words,013220
3.83,3.88,á,words,013220
3.88,4.56,föstudaginn,words,013220
0.53,1.25,spn,phones,013220
1.78,1.88,m,phones,013220
1.88,1.95,a,phones,013220
1.95,2.02,n,phones,013220
2.02,2.1,s,phones,013220
2.1,2.15,t,phones,013220
2.15,2.23,ʏ,phones,013220
2.23,2.28,k,phones,013220
2.28,2.3,v,phones,013220
2.3,2.45,aː,phones,013220
2.45,2.46,ð,phones,013220
2.46,2.48,v,phones,013220
2.48,2.55,ɛ,phones,013220
2.55,2.59,r̥,phones,013220
2.59,2.66,s,phones,013220
2.66,2.71,t,phones,013220
2.71,2.74,l,phones,013220
2.74,2.78,ʏ,phones,013220
2.78,2.85,n,phones,013220
2.85,2.88,ɪ,phones,013220
2.88,2.93,n,phones,013220
2.93,2.94,ç,phones,013220
2.94,3.07,ɛː,phones,013220
3.07,3.12,t,phones,013220
3.12,3.17,s,phones,013220
3.17,3.21,ɛː,phones,013220
3.21,3.24,m,phones,013220
3.24,3.26,v,phones,013220
3.26,3.29,ɪː,phones,013220
3.29,3.3,ð,phones,013220
3.3,3.41,f,phones,013220
3.41,3.56,ouː,phones,013220
3.56,3.57,r,phones,013220
3.57,3.63,ʏ,phones,013220
3.63,3.7,m,phones,013220
3.7,3.83,iː,phones,013220
3.83,3.88,auː,phones,013220
3.88,3.96,f,phones,013220
3.96,4.03,œ,phones,013220
4.03,4.12,s,phones,013220
4.12,4.16,t,phones,013220
4.16,4.21,ʏ,phones,013220
4.21,4.26,t,phones,013220
4.26,4.34,aiː,phones,013220
4.34,4.37,j,phones,013220
4.37,4.4,ɪ,phones,013220
4.4,4.56,n,phones,013220
