Begin,End,Label,Type,Speaker
0.47,0.86,hvað,words,015176
0.86,1.02,er,words,015176
1.02,1.18,það,words,015176
1.18,1.39,sem,words,015176
1.39,1.51,er,words,015176
1.51,2.14,fullkomið,words,015176
0.47,0.58,k,phones,015176
0.58,0.6,v,phones,015176
0.6,0.8,aː,phones,015176
0.8,0.86,ð,phones,015176
0.86,0.91,ɛː,phones,015176
0.91,1.02,r,phones,015176
1.02,1.03,θ,phones,015176
1.03,1.17,aː,phones,015176
1.17,1.18,ð,phones,015176
1.18,1.3,s,phones,015176
1.3,1.33,ɛː,phones,015176
1.33,1.39,m,phones,015176
1.39,1.45,ɛː,phones,015176
1.45,1.51,r,phones,015176
1.51,1.57,f,phones,015176
1.57,1.63,ʏ,phones,015176
1.63,1.74,t,phones,015176
1.74,1.76,l̥,phones,015176
1.76,1.84,k,phones,015176
1.84,1.88,ɔ,phones,015176
1.88,1.96,m,phones,015176
1.96,2.13,ɪ,phones,015176
2.13,2.14,ð,phones,015176
