Begin,End,Label,Type,Speaker
0.45,0.58,var,words,013184
0.58,1.06,öll,words,013184
1.06,1.47,þeirra,words,013184
1.47,2.23,viðleitni,words,013184
2.23,2.56,unnin,words,013184
2.56,2.89,fyrir,words,013184
2.89,3.28,gýg,words,013184
0.45,0.49,v,phones,013184
0.49,0.57,aː,phones,013184
0.57,0.58,r,phones,013184
0.58,0.77,œ,phones,013184
0.77,1.05,t,phones,013184
1.05,1.06,l̥,phones,013184
1.06,1.07,θ,phones,013184
1.07,1.21,ei,phones,013184
1.21,1.22,r,phones,013184
1.22,1.47,a,phones,013184
1.47,1.49,v,phones,013184
1.49,1.58,ɪ,phones,013184
1.58,1.68,ð,phones,013184
1.68,1.78,l,phones,013184
1.78,1.85,ei,phones,013184
1.85,1.96,h,phones,013184
1.96,2.0,t,phones,013184
2.0,2.07,n,phones,013184
2.07,2.23,ɪ,phones,013184
2.23,2.35,ʏ,phones,013184
2.35,2.46,n,phones,013184
2.46,2.51,ɪ,phones,013184
2.51,2.56,n,phones,013184
2.56,2.64,f,phones,013184
2.64,2.71,ɪː,phones,013184
2.71,2.72,r,phones,013184
2.72,2.78,ɪ,phones,013184
2.78,2.89,r,phones,013184
2.89,2.97,c,phones,013184
2.97,3.04,iː,phones,013184
3.04,3.28,ɣ,phones,013184
