Begin,End,Label,Type,Speaker
1.09,1.31,hver,words,015338
1.31,1.42,er,words,015338
1.42,2.03,vaxtarhraði,words,015338
2.03,2.67,líkamans,words,015338
2.67,2.76,og,words,015338
2.76,3.09,hvernig,words,015338
3.09,3.49,breytist,words,015338
3.49,3.61,hann,words,015338
3.61,3.8,eftir,words,015338
3.8,4.29,aldri,words,015338
1.09,1.17,k,phones,015338
1.17,1.19,v,phones,015338
1.19,1.3,ɛː,phones,015338
1.3,1.31,r,phones,015338
1.31,1.37,ɛː,phones,015338
1.37,1.42,r,phones,015338
1.42,1.44,v,phones,015338
1.44,1.55,a,phones,015338
1.55,1.61,k,phones,015338
1.61,1.67,s,phones,015338
1.67,1.72,t,phones,015338
1.72,1.77,a,phones,015338
1.77,1.82,r̥,phones,015338
1.82,1.89,aː,phones,015338
1.89,1.99,ð,phones,015338
1.99,2.03,ɪ,phones,015338
2.03,2.11,l,phones,015338
2.11,2.23,iː,phones,015338
2.23,2.32,k,phones,015338
2.32,2.38,a,phones,015338
2.38,2.46,m,phones,015338
2.46,2.51,a,phones,015338
2.51,2.57,n,phones,015338
2.57,2.67,s,phones,015338
2.67,2.73,ɔː,phones,015338
2.73,2.76,ɣ,phones,015338
2.76,2.8,k,phones,015338
2.8,2.82,v,phones,015338
2.82,2.9,ɛ,phones,015338
2.9,2.94,t,phones,015338
2.94,2.97,n,phones,015338
2.97,3.07,ɪ,phones,015338
3.07,3.09,ɣ,phones,015338
3.09,3.13,p,phones,015338
3.13,3.14,r,phones,015338
3.14,3.28,ei,phones,015338
3.28,3.35,t,phones,015338
3.35,3.4,ɪ,phones,015338
3.4,3.46,s,phones,015338
3.46,3.49,t,phones,015338
3.49,3.52,h,phones,015338
3.52,3.55,a,phones,015338
3.55,3.61,n,phones,015338
3.61,3.65,ɛ,phones,015338
3.65,3.72,f,phones,015338
3.72,3.75,t,phones,015338
3.75,3.79,ɪ,phones,015338
3.79,3.8,r,phones,015338
3.8,3.92,a,phones,015338
3.92,4.01,l,phones,015338
4.01,4.09,t,phones,015338
4.09,4.1,r,phones,015338
4.1,4.29,ɪ,phones,015338
