Begin,End,Label,Type,Speaker
0.89,1.12,í,words,016642
1.12,1.41,bók,words,016642
1.41,2.13,guðmundar,words,016642
2.13,3.13,arnlaugssonar,words,016642
3.52,3.89,hvers,words,016642
3.89,4.39,vegna,words,016642
0.89,1.12,iː,phones,016642
1.12,1.16,p,phones,016642
1.16,1.38,ouː,phones,016642
1.38,1.41,k,phones,016642
1.41,1.45,k,phones,016642
1.45,1.47,v,phones,016642
1.47,1.6,ʏ,phones,016642
1.6,1.61,ð,phones,016642
1.61,1.71,m,phones,016642
1.71,1.76,ʏ,phones,016642
1.76,1.81,n,phones,016642
1.81,1.86,t,phones,016642
1.86,1.95,a,phones,016642
1.95,2.13,r,phones,016642
2.13,3.13,spn,phones,016642
3.52,3.63,k,phones,016642
3.63,3.65,v,phones,016642
3.65,3.72,ɛ,phones,016642
3.72,3.77,r̥,phones,016642
3.77,3.89,s,phones,016642
3.89,3.96,v,phones,016642
3.96,4.1,ɛ,phones,016642
4.1,4.18,k,phones,016642
4.18,4.29,n,phones,016642
4.29,4.39,a,phones,016642
