Begin,End,Label,Type,Speaker
0.62,0.98,hvaða,words,015706
0.98,1.85,menningarþáttur,words,015706
1.88,2.02,er,words,015706
2.02,2.13,á,words,015706
2.13,2.58,dagskrá,words,015706
2.58,2.9,rásar,words,015706
2.9,3.24,eitt,words,015706
3.24,3.5,alla,words,015706
3.5,4.08,föstudaga,words,015706
4.08,4.46,klukkan,words,015706
4.46,4.95,sautján,words,015706
0.62,0.73,k,phones,015706
0.73,0.75,v,phones,015706
0.75,0.9,aː,phones,015706
0.9,0.91,ð,phones,015706
0.91,0.98,a,phones,015706
0.98,1.85,spn,phones,015706
1.88,2.01,ɛː,phones,015706
2.01,2.02,r,phones,015706
2.02,2.13,auː,phones,015706
2.13,2.21,t,phones,015706
2.21,2.26,a,phones,015706
2.26,2.35,x,phones,015706
2.35,2.45,s,phones,015706
2.45,2.48,k,phones,015706
2.48,2.49,r,phones,015706
2.49,2.58,au,phones,015706
2.58,2.6,r,phones,015706
2.6,2.73,auː,phones,015706
2.73,2.84,s,phones,015706
2.84,2.89,a,phones,015706
2.89,2.9,r,phones,015706
2.9,3.06,ei,phones,015706
3.06,3.13,h,phones,015706
3.13,3.24,t,phones,015706
3.24,3.35,a,phones,015706
3.35,3.41,t,phones,015706
3.41,3.46,l,phones,015706
3.46,3.5,a,phones,015706
3.5,3.59,f,phones,015706
3.59,3.65,œ,phones,015706
3.65,3.74,s,phones,015706
3.74,3.79,t,phones,015706
3.79,3.84,ʏ,phones,015706
3.84,3.92,t,phones,015706
3.92,3.97,aː,phones,015706
3.97,4.01,ɣ,phones,015706
4.01,4.08,a,phones,015706
4.08,4.16,k,phones,015706
4.16,4.2,l,phones,015706
4.2,4.24,ʏ,phones,015706
4.24,4.3,h,phones,015706
4.3,4.36,k,phones,015706
4.36,4.42,a,phones,015706
4.42,4.46,n,phones,015706
4.46,4.55,s,phones,015706
4.55,4.67,œyː,phones,015706
4.67,4.74,t,phones,015706
4.74,4.78,j,phones,015706
4.78,4.83,au,phones,015706
4.83,4.95,n,phones,015706
