Begin,End,Label,Type,Speaker
0.48,0.87,heldurðu,words,014113
0.87,0.91,að,words,014113
0.91,1.08,hann,words,014113
1.08,1.33,hafi,words,014113
1.33,1.81,kveikt,words,014113
1.81,1.92,í,words,014113
1.92,2.39,bátnum,words,014113
0.48,0.62,h,phones,014113
0.62,0.68,ɛ,phones,014113
0.68,0.74,l,phones,014113
0.74,0.78,t,phones,014113
0.78,0.82,ʏ,phones,014113
0.82,0.83,r,phones,014113
0.83,0.87,ʏ,phones,014113
0.87,0.9,aː,phones,014113
0.9,0.91,ð,phones,014113
0.91,0.96,h,phones,014113
0.96,1.01,a,phones,014113
1.01,1.08,n,phones,014113
1.08,1.15,h,phones,014113
1.15,1.23,aː,phones,014113
1.23,1.25,v,phones,014113
1.25,1.33,ɪ,phones,014113
1.33,1.49,k,phones,014113
1.49,1.51,v,phones,014113
1.51,1.58,ei,phones,014113
1.58,1.76,x,phones,014113
1.76,1.81,t,phones,014113
1.81,1.92,iː,phones,014113
1.92,1.96,p,phones,014113
1.96,2.03,au,phones,014113
2.03,2.13,h,phones,014113
2.13,2.16,t,phones,014113
2.16,2.23,n,phones,014113
2.23,2.26,ʏ,phones,014113
2.26,2.39,m,phones,014113
