Begin,End,Label,Type,Speaker
0.37,0.89,skáld,words,024753
0.89,0.94,er,words,024753
0.94,1.17,einhver,words,024753
1.17,1.3,sem,words,024753
1.3,1.76,yrkir,words,024753
1.76,2.13,ljóð,words,024753
0.37,0.53,s,phones,024753
0.53,0.63,k,phones,024753
0.63,0.71,au,phones,024753
0.71,0.8,l,phones,024753
0.8,0.89,t,phones,024753
0.89,0.93,ɛː,phones,024753
0.93,0.94,r,phones,024753
0.94,1.01,ei,phones,024753
1.01,1.07,ŋ̊,phones,024753
1.07,1.11,k,phones,024753
1.11,1.13,v,phones,024753
1.13,1.16,ɛ,phones,024753
1.16,1.17,r,phones,024753
1.17,1.21,s,phones,024753
1.21,1.25,ɛː,phones,024753
1.25,1.3,m,phones,024753
1.3,1.43,ɪ,phones,024753
1.43,1.61,r̥,phones,024753
1.61,1.67,c,phones,024753
1.67,1.73,ɪ,phones,024753
1.73,1.76,r,phones,024753
1.76,1.83,l,phones,024753
1.83,1.92,j,phones,024753
1.92,2.1,ouː,phones,024753
2.1,2.13,ð,phones,024753
