Begin,End,Label,Type,Speaker
0.81,1.05,til,words,024801
1.05,1.54,dæmis,words,024801
2.07,3.27,aðdráttarafl,words,024801
3.5,4.29,sjónauki,words,024801
4.47,4.59,og,words,024801
4.59,5.32,sporbaugur,words,024801
0.81,0.88,tʰ,phones,024801
0.88,0.95,ɪː,phones,024801
0.95,1.05,l,phones,024801
1.05,1.1,t,phones,024801
1.1,1.22,aiː,phones,024801
1.22,1.3,m,phones,024801
1.3,1.36,ɪ,phones,024801
1.36,1.54,s,phones,024801
2.07,2.25,a,phones,024801
2.25,2.35,ð,phones,024801
2.35,2.54,t,phones,024801
2.54,2.55,r,phones,024801
2.55,2.62,au,phones,024801
2.62,2.76,h,phones,024801
2.76,2.83,t,phones,024801
2.83,2.89,a,phones,024801
2.89,2.9,r,phones,024801
2.9,3.17,a,phones,024801
3.17,3.26,p,phones,024801
3.26,3.27,l̥,phones,024801
3.5,3.67,s,phones,024801
3.67,3.71,j,phones,024801
3.71,3.83,ouː,phones,024801
3.83,3.9,n,phones,024801
3.9,4.08,œyː,phones,024801
4.08,4.15,c,phones,024801
4.15,4.29,ɪ,phones,024801
4.47,4.57,ɔː,phones,024801
4.57,4.59,ɣ,phones,024801
4.59,4.73,s,phones,024801
4.73,4.77,p,phones,024801
4.77,4.9,ɔ,phones,024801
4.9,5.0,r,phones,024801
5.0,5.05,p,phones,024801
5.05,5.18,œyː,phones,024801
5.18,5.2,ɣ,phones,024801
5.2,5.29,ʏ,phones,024801
5.29,5.32,r,phones,024801
