Begin,End,Label,Type,Speaker
0.8,1.07,hann,words,025416
1.07,1.15,er,words,025416
1.15,1.42,með,words,025416
1.47,2.19,frjótt,words,025416
2.27,3.18,ímyndunarafl,words,025416
0.8,0.92,h,phones,025416
0.92,0.96,a,phones,025416
0.96,1.07,n,phones,025416
1.07,1.14,ɛː,phones,025416
1.14,1.15,r,phones,025416
1.15,1.29,m,phones,025416
1.29,1.41,ɛː,phones,025416
1.41,1.42,ð,phones,025416
1.47,1.66,f,phones,025416
1.66,1.67,r,phones,025416
1.67,1.83,j,phones,025416
1.83,1.89,ou,phones,025416
1.89,2.05,h,phones,025416
2.05,2.19,t,phones,025416
2.27,2.4,iː,phones,025416
2.4,2.48,m,phones,025416
2.48,2.52,ɪ,phones,025416
2.52,2.6,n,phones,025416
2.6,2.68,t,phones,025416
2.68,2.73,ʏ,phones,025416
2.73,2.88,n,phones,025416
2.88,2.95,a,phones,025416
2.95,2.96,r,phones,025416
2.96,3.03,a,phones,025416
3.03,3.17,p,phones,025416
3.17,3.18,l̥,phones,025416
