Begin,End,Label,Type,Speaker
1.15,1.31,ég,words,021366
1.31,1.48,hef,words,021366
1.48,1.74,ekki,words,021366
1.74,2.22,sagt,words,021366
2.22,2.6,það,words,021366
1.15,1.26,j,phones,021366
1.26,1.29,ɛː,phones,021366
1.29,1.31,ɣ,phones,021366
1.31,1.36,h,phones,021366
1.36,1.46,ɛː,phones,021366
1.46,1.48,v,phones,021366
1.48,1.58,ɛ,phones,021366
1.58,1.64,h,phones,021366
1.64,1.69,c,phones,021366
1.69,1.74,ɪ,phones,021366
1.74,1.87,s,phones,021366
1.87,1.96,a,phones,021366
1.96,2.07,x,phones,021366
2.07,2.22,t,phones,021366
2.22,2.23,θ,phones,021366
2.23,2.59,aː,phones,021366
2.59,2.6,ð,phones,021366
