Begin,End,Label,Type,Speaker
0.66,0.84,hann,words,025513
0.84,0.99,býr,words,025513
0.99,1.09,á,words,025513
1.09,1.69,álftanesi,words,025513
0.66,0.73,h,phones,025513
0.73,0.77,a,phones,025513
0.77,0.84,n,phones,025513
0.84,0.89,p,phones,025513
0.89,0.98,iː,phones,025513
0.98,0.99,r,phones,025513
0.99,1.09,auː,phones,025513
1.09,1.2,au,phones,025513
1.2,1.22,l̥,phones,025513
1.22,1.38,t,phones,025513
1.38,1.41,a,phones,025513
1.41,1.53,n,phones,025513
1.53,1.56,ɛː,phones,025513
1.56,1.66,s,phones,025513
1.66,1.69,ɪ,phones,025513
