Begin,End,Label,Type,Speaker
0.46,0.87,hanna,words,025754
0.87,1.16,bakar,words,025754
1.16,1.65,pönnukökur,words,025754
1.65,1.89,með,words,025754
1.89,2.25,þeyttum,words,025754
2.25,2.51,rjóma,words,025754
2.51,2.6,og,words,025754
2.6,3.05,sultu,words,025754
0.46,0.59,h,phones,025754
0.59,0.63,a,phones,025754
0.63,0.77,n,phones,025754
0.77,0.87,a,phones,025754
0.87,0.92,p,phones,025754
0.92,1.01,aː,phones,025754
1.01,1.06,k,phones,025754
1.06,1.09,a,phones,025754
1.09,1.16,r,phones,025754
1.16,1.24,pʰ,phones,025754
1.24,1.28,œ,phones,025754
1.28,1.38,n,phones,025754
1.38,1.44,ʏ,phones,025754
1.44,1.51,k,phones,025754
1.51,1.58,œ,phones,025754
1.58,1.61,k,phones,025754
1.61,1.64,ʏ,phones,025754
1.64,1.65,r,phones,025754
1.65,1.76,m,phones,025754
1.76,1.88,ɛː,phones,025754
1.88,1.89,ð,phones,025754
1.89,1.9,θ,phones,025754
1.9,1.98,ei,phones,025754
1.98,2.07,h,phones,025754
2.07,2.13,t,phones,025754
2.13,2.16,ʏ,phones,025754
2.16,2.25,m,phones,025754
2.25,2.27,r,phones,025754
2.27,2.32,j,phones,025754
2.32,2.4,ouː,phones,025754
2.4,2.48,m,phones,025754
2.48,2.51,a,phones,025754
2.51,2.58,ɔː,phones,025754
2.58,2.6,ɣ,phones,025754
2.6,2.7,s,phones,025754
2.7,2.76,ʏ,phones,025754
2.76,2.78,l̥,phones,025754
2.78,2.95,t,phones,025754
2.95,3.05,ʏ,phones,025754
