Begin,End,Label,Type,Speaker
0.21,0.41,viltu,words,030221
0.41,0.64,hjálpa,words,030221
0.64,0.91,mér,words,030221
0.21,0.26,v,phones,030221
0.26,0.29,ɪ,phones,030221
0.29,0.31,l̥,phones,030221
0.31,0.37,t,phones,030221
0.37,0.41,ʏ,phones,030221
0.41,0.42,ç,phones,030221
0.42,0.47,au,phones,030221
0.47,0.54,l̥,phones,030221
0.54,0.61,p,phones,030221
0.61,0.64,a,phones,030221
0.64,0.69,m,phones,030221
0.69,0.73,j,phones,030221
0.73,0.76,ɛː,phones,030221
0.76,0.91,r,phones,030221
