Begin,End,Label,Type,Speaker
0.65,1.06,kristín,words,028853
1.06,1.38,borðar,words,028853
1.38,1.69,danskt,words,028853
1.69,2.048,rúgbrauð,words,028853
0.65,0.74,kʰ,phones,028853
0.74,0.75,r,phones,028853
0.75,0.8,ɪ,phones,028853
0.8,0.87,s,phones,028853
0.87,0.91,t,phones,028853
0.91,0.96,i,phones,028853
0.96,1.06,n,phones,028853
1.06,1.1,p,phones,028853
1.1,1.18,ɔ,phones,028853
1.18,1.19,r,phones,028853
1.19,1.25,ð,phones,028853
1.25,1.31,a,phones,028853
1.31,1.38,r,phones,028853
1.38,1.43,t,phones,028853
1.43,1.49,a,phones,028853
1.49,1.55,n,phones,028853
1.55,1.63,s,phones,028853
1.63,1.69,t,phones,028853
1.69,1.73,r,phones,028853
1.73,1.86,uː,phones,028853
1.86,1.96,p,phones,028853
1.96,1.97,r,phones,028853
1.97,2.02,œy,phones,028853
2.02,2.048,ð,phones,028853
