Begin,End,Label,Type,Speaker
0.76,1.0,hann,words,025416
1.0,1.26,ætlar,words,025416
1.26,1.34,að,words,025416
1.34,1.7,kaupa,words,025416
2.05,2.37,allar,words,025416
2.37,3.46,jólagjafirnar,words,025416
0.76,0.84,h,phones,025416
0.84,0.91,a,phones,025416
0.91,1.0,n,phones,025416
1.0,1.08,ai,phones,025416
1.08,1.11,h,phones,025416
1.11,1.18,t,phones,025416
1.18,1.22,l,phones,025416
1.22,1.25,a,phones,025416
1.25,1.26,r,phones,025416
1.26,1.33,aː,phones,025416
1.33,1.34,ð,phones,025416
1.34,1.41,kʰ,phones,025416
1.41,1.52,œyː,phones,025416
1.52,1.58,p,phones,025416
1.58,1.7,a,phones,025416
2.05,2.08,a,phones,025416
2.08,2.13,t,phones,025416
2.13,2.24,l,phones,025416
2.24,2.36,a,phones,025416
2.36,2.37,r,phones,025416
2.37,2.52,j,phones,025416
2.52,2.62,ouː,phones,025416
2.62,2.71,l,phones,025416
2.71,2.8,a,phones,025416
2.8,2.88,c,phones,025416
2.88,2.97,aː,phones,025416
2.97,2.99,v,phones,025416
2.99,3.04,ɪ,phones,025416
3.04,3.07,t,phones,025416
3.07,3.14,n,phones,025416
3.14,3.21,a,phones,025416
3.21,3.46,r,phones,025416
