Begin,End,Label,Type,Speaker
0.0,0.42,það,words,025208
0.42,0.77,vantar,words,025208
0.77,0.98,einn,words,025208
0.98,1.41,stól,words,025208
1.41,1.55,og,words,025208
1.55,1.88,eitt,words,025208
1.88,2.02,borð,words,025208
0.0,0.34,θ,phones,025208
0.34,0.41,aː,phones,025208
0.41,0.42,ð,phones,025208
0.42,0.44,v,phones,025208
0.44,0.52,a,phones,025208
0.52,0.61,n̥,phones,025208
0.61,0.7,t,phones,025208
0.7,0.76,a,phones,025208
0.76,0.77,r,phones,025208
0.77,0.89,ei,phones,025208
0.89,0.93,t,phones,025208
0.93,0.98,n̥,phones,025208
0.98,1.13,s,phones,025208
1.13,1.19,t,phones,025208
1.19,1.32,ouː,phones,025208
1.32,1.41,l,phones,025208
1.41,1.53,ɔː,phones,025208
1.53,1.55,ɣ,phones,025208
1.55,1.68,ei,phones,025208
1.68,1.8,h,phones,025208
1.8,1.88,t,phones,025208
1.88,1.92,p,phones,025208
1.92,2.0,ɔ,phones,025208
2.0,2.01,r,phones,025208
2.01,2.02,ð,phones,025208
