Begin,End,Label,Type,Speaker
0.7,1.08,brauð,words,022105
1.08,1.23,og,words,022105
1.23,1.89,kornvörur,words,022105
1.89,2.26,fást,words,022105
2.26,2.33,í,words,022105
2.33,3.2,matvörubúðinni,words,022105
0.7,0.76,p,phones,022105
0.76,0.77,r,phones,022105
0.77,1.07,œyː,phones,022105
1.07,1.08,ð,phones,022105
1.08,1.2,ɔː,phones,022105
1.2,1.23,ɣ,phones,022105
1.23,1.33,kʰ,phones,022105
1.33,1.41,ɔ,phones,022105
1.41,1.5,r,phones,022105
1.5,1.53,t,phones,022105
1.53,1.61,n,phones,022105
1.61,1.63,v,phones,022105
1.63,1.71,œː,phones,022105
1.71,1.72,r,phones,022105
1.72,1.82,ʏ,phones,022105
1.82,1.89,r,phones,022105
1.89,1.98,f,phones,022105
1.98,2.06,au,phones,022105
2.06,2.19,s,phones,022105
2.19,2.26,t,phones,022105
2.26,2.33,iː,phones,022105
2.33,2.42,m,phones,022105
2.42,2.57,aː,phones,022105
2.57,2.63,t,phones,022105
2.63,2.65,v,phones,022105
2.65,2.68,œ,phones,022105
2.68,2.69,r,phones,022105
2.69,2.75,ʏ,phones,022105
2.75,2.84,p,phones,022105
2.84,2.87,uː,phones,022105
2.87,2.94,ð,phones,022105
2.94,3.02,ɪ,phones,022105
3.02,3.09,n,phones,022105
3.09,3.2,ɪ,phones,022105
