Begin,End,Label,Type,Speaker
0.42,0.84,ég,words,021367
0.84,1.15,fer,words,021367
1.15,1.18,í,words,021367
1.18,1.58,heita,words,021367
1.58,1.99,pottinn,words,021367
2.36,2.84,ferð,words,021367
2.84,3.22,þú,words,021367
3.26,3.41,í,words,021367
3.41,3.77,kalda,words,021367
3.77,4.26,pottinn,words,021367
0.42,0.61,j,phones,021367
0.61,0.76,ɛː,phones,021367
0.76,0.84,ɣ,phones,021367
0.84,0.98,f,phones,021367
0.98,1.14,ɛː,phones,021367
1.14,1.15,r,phones,021367
1.15,1.18,iː,phones,021367
1.18,1.3,h,phones,021367
1.3,1.45,eiː,phones,021367
1.45,1.5,t,phones,021367
1.5,1.58,a,phones,021367
1.58,1.66,pʰ,phones,021367
1.66,1.75,ɔ,phones,021367
1.75,1.82,h,phones,021367
1.82,1.89,t,phones,021367
1.89,1.92,ɪ,phones,021367
1.92,1.99,n,phones,021367
2.36,2.5,f,phones,021367
2.5,2.58,ɛ,phones,021367
2.58,2.83,r,phones,021367
2.83,2.84,ð,phones,021367
2.84,2.85,θ,phones,021367
2.85,3.22,uː,phones,021367
3.26,3.41,iː,phones,021367
3.41,3.52,kʰ,phones,021367
3.52,3.55,a,phones,021367
3.55,3.61,l,phones,021367
3.61,3.66,t,phones,021367
3.66,3.77,a,phones,021367
3.77,3.84,pʰ,phones,021367
3.84,3.93,ɔ,phones,021367
3.93,4.01,h,phones,021367
4.01,4.07,t,phones,021367
4.07,4.13,ɪ,phones,021367
4.13,4.26,n,phones,021367
