Begin,End,Label,Type,Speaker
0.47,0.6,ég,words,024753
0.6,0.99,vökvaði,words,024753
0.99,1.47,blómin,words,024753
1.47,1.51,á,words,024753
1.51,2.21,akranesi,words,024753
0.47,0.52,j,phones,024753
0.52,0.55,ɛː,phones,024753
0.55,0.6,ɣ,phones,024753
0.6,0.62,v,phones,024753
0.62,0.76,œː,phones,024753
0.76,0.82,k,phones,024753
0.82,0.84,v,phones,024753
0.84,0.9,a,phones,024753
0.9,0.93,ð,phones,024753
0.93,0.99,ɪ,phones,024753
0.99,1.05,p,phones,024753
1.05,1.11,l,phones,024753
1.11,1.27,ouː,phones,024753
1.27,1.36,m,phones,024753
1.36,1.41,ɪ,phones,024753
1.41,1.47,n,phones,024753
1.47,1.51,auː,phones,024753
1.51,1.66,aː,phones,024753
1.66,1.76,k,phones,024753
1.76,1.77,r,phones,024753
1.77,1.83,a,phones,024753
1.83,1.86,n,phones,024753
1.86,1.95,ɛː,phones,024753
1.95,2.04,s,phones,024753
2.04,2.21,ɪ,phones,024753
