Begin,End,Label,Type,Speaker
0.76,0.85,við,words,025043
0.85,1.16,spjölluðum,words,025043
1.16,1.37,lengi,words,025043
1.37,1.44,í,words,025043
1.44,1.97,gærkvöldi,words,025043
0.76,0.81,v,phones,025043
0.81,0.84,ɪː,phones,025043
0.84,0.85,ð,phones,025043
0.85,0.86,s,phones,025043
0.86,0.89,p,phones,025043
0.89,0.92,j,phones,025043
0.92,0.98,œ,phones,025043
0.98,1.01,t,phones,025043
1.01,1.04,l,phones,025043
1.04,1.07,ʏ,phones,025043
1.07,1.1,ð,phones,025043
1.1,1.13,ʏ,phones,025043
1.13,1.16,m,phones,025043
1.16,1.17,l,phones,025043
1.17,1.2,ei,phones,025043
1.2,1.24,ɲ,phones,025043
1.24,1.32,c,phones,025043
1.32,1.37,ɪ,phones,025043
1.37,1.44,iː,phones,025043
1.44,1.51,c,phones,025043
1.51,1.56,ai,phones,025043
1.56,1.64,r̥,phones,025043
1.64,1.7,k,phones,025043
1.7,1.72,v,phones,025043
1.72,1.76,œ,phones,025043
1.76,1.82,l,phones,025043
1.82,1.87,t,phones,025043
1.87,1.97,ɪ,phones,025043
