Begin,End,Label,Type,Speaker
1.17,1.63,jónas,words,025073
2.11,3.1,hallgrímsson,words,025073
3.1,3.23,var,words,025073
3.23,3.88,líka,words,025073
3.88,4.54,þýðandi,words,025073
1.17,1.37,j,phones,025073
1.37,1.46,ouː,phones,025073
1.46,1.54,n,phones,025073
1.54,1.6,a,phones,025073
1.6,1.63,s,phones,025073
2.11,2.24,h,phones,025073
2.24,2.27,a,phones,025073
2.27,2.47,t,phones,025073
2.47,2.49,l̥,phones,025073
2.49,2.55,k,phones,025073
2.55,2.56,r,phones,025073
2.56,2.62,i,phones,025073
2.62,2.71,m,phones,025073
2.71,2.86,s,phones,025073
2.86,2.97,ɔː,phones,025073
2.97,3.1,n,phones,025073
3.1,3.12,v,phones,025073
3.12,3.22,aː,phones,025073
3.22,3.23,r,phones,025073
3.23,3.39,l,phones,025073
3.39,3.62,iː,phones,025073
3.62,3.67,k,phones,025073
3.67,3.88,a,phones,025073
3.88,3.89,θ,phones,025073
3.89,4.03,iː,phones,025073
4.03,4.08,ð,phones,025073
4.08,4.15,a,phones,025073
4.15,4.27,n,phones,025073
4.27,4.32,t,phones,025073
4.32,4.54,ɪ,phones,025073
