Begin,End,Label,Type,Speaker
0.39,0.67,kæra,words,021349
0.67,0.93,þóra,words,021349
1.3,1.9,velkomin,words,021349
1.9,2.01,til,words,021349
2.01,2.65,reykjavíkur,words,021349
0.39,0.42,cʰ,phones,021349
0.42,0.54,aiː,phones,021349
0.54,0.55,r,phones,021349
0.55,0.67,a,phones,021349
0.67,0.68,θ,phones,021349
0.68,0.8,ouː,phones,021349
0.8,0.81,r,phones,021349
0.81,0.93,a,phones,021349
1.3,1.36,v,phones,021349
1.36,1.42,ɛ,phones,021349
1.42,1.53,l,phones,021349
1.53,1.61,k,phones,021349
1.61,1.65,ɔ,phones,021349
1.65,1.71,m,phones,021349
1.71,1.77,ɪ,phones,021349
1.77,1.9,n,phones,021349
1.9,1.95,tʰ,phones,021349
1.95,1.98,ɪː,phones,021349
1.98,2.01,l,phones,021349
2.01,2.03,r,phones,021349
2.03,2.18,eiː,phones,021349
2.18,2.25,c,phones,021349
2.25,2.3,a,phones,021349
2.3,2.32,v,phones,021349
2.32,2.41,iː,phones,021349
2.41,2.5,k,phones,021349
2.5,2.54,ʏ,phones,021349
2.54,2.65,r,phones,021349
