Begin,End,Label,Type,Speaker
0.17,0.89,reykjavík,words,023783
0.92,1.07,er,words,023783
1.07,1.66,höfuðborg,words,023783
1.66,2.23,íslands,words,023783
2.26,2.44,hún,words,023783
2.44,2.56,er,words,023783
2.64,3.17,eina,words,023783
3.23,3.58,borg,words,023783
3.61,4.29,landsins,words,023783
0.17,0.25,r,phones,023783
0.25,0.41,eiː,phones,023783
0.41,0.5,c,phones,023783
0.5,0.58,a,phones,023783
0.58,0.6,v,phones,023783
0.6,0.79,iː,phones,023783
0.79,0.89,k,phones,023783
0.92,1.04,ɛː,phones,023783
1.04,1.07,r,phones,023783
1.07,1.15,h,phones,023783
1.15,1.22,œː,phones,023783
1.22,1.24,v,phones,023783
1.24,1.32,ʏ,phones,023783
1.32,1.33,ð,phones,023783
1.33,1.39,p,phones,023783
1.39,1.49,ɔ,phones,023783
1.49,1.58,r,phones,023783
1.58,1.66,k,phones,023783
1.66,1.7,i,phones,023783
1.7,1.79,s,phones,023783
1.79,1.85,t,phones,023783
1.85,1.9,l,phones,023783
1.9,1.94,a,phones,023783
1.94,1.97,n,phones,023783
1.97,2.02,t,phones,023783
2.02,2.23,s,phones,023783
2.26,2.31,h,phones,023783
2.31,2.36,uː,phones,023783
2.36,2.44,n,phones,023783
2.44,2.5,ɛː,phones,023783
2.5,2.56,r,phones,023783
2.64,2.86,eiː,phones,023783
2.86,2.97,n,phones,023783
2.97,3.17,a,phones,023783
3.23,3.29,p,phones,023783
3.29,3.39,ɔ,phones,023783
3.39,3.51,r,phones,023783
3.51,3.58,k,phones,023783
3.61,3.7,l,phones,023783
3.7,3.77,a,phones,023783
3.77,3.8,n,phones,023783
3.8,3.86,t,phones,023783
3.86,3.96,s,phones,023783
3.96,4.02,ɪ,phones,023783
4.02,4.06,n,phones,023783
4.06,4.29,s,phones,023783
