Begin,End,Label,Type,Speaker
0.25,0.46,hann,words,024931
0.46,0.79,talar,words,024931
0.79,1.27,táknmál,words,024931
0.25,0.34,h,phones,024931
0.34,0.39,a,phones,024931
0.39,0.46,n,phones,024931
0.46,0.54,tʰ,phones,024931
0.54,0.63,aː,phones,024931
0.63,0.69,l,phones,024931
0.69,0.73,a,phones,024931
0.73,0.79,r,phones,024931
0.79,0.91,tʰ,phones,024931
0.91,0.96,au,phones,024931
0.96,1.04,h,phones,024931
1.04,1.13,k,phones,024931
1.13,1.21,m,phones,024931
1.21,1.24,au,phones,024931
1.24,1.27,l,phones,024931
