Begin,End,Label,Type,Speaker
0.81,0.95,ég,words,021364
0.95,1.39,heyri,words,021364
1.39,1.71,ekki,words,021364
1.71,1.84,í,words,021364
1.84,2.44,ykkur,words,021364
0.81,0.9,j,phones,021364
0.9,0.93,ɛː,phones,021364
0.93,0.95,ɣ,phones,021364
0.95,1.01,h,phones,021364
1.01,1.18,eiː,phones,021364
1.18,1.19,r,phones,021364
1.19,1.39,ɪ,phones,021364
1.39,1.46,ɛ,phones,021364
1.46,1.49,h,phones,021364
1.49,1.57,c,phones,021364
1.57,1.71,ɪ,phones,021364
1.71,1.84,iː,phones,021364
1.84,1.87,ɪ,phones,021364
1.87,1.9,h,phones,021364
1.9,1.95,k,phones,021364
1.95,2.07,ʏ,phones,021364
2.07,2.44,r,phones,021364
