Begin,End,Label,Type,Speaker
0.69,0.96,já,words,021358
1.07,1.46,þetta,words,021358
1.46,1.59,var,words,021358
1.62,1.82,nú,words,021358
1.91,2.3,aðeins,words,021358
2.3,2.69,betra,words,021358
2.69,3.01,ha,words,021358
0.69,0.81,j,phones,021358
0.81,0.96,auː,phones,021358
1.07,1.08,θ,phones,021358
1.08,1.14,ɛ,phones,021358
1.14,1.23,h,phones,021358
1.23,1.29,t,phones,021358
1.29,1.46,a,phones,021358
1.46,1.48,v,phones,021358
1.48,1.54,aː,phones,021358
1.54,1.59,r,phones,021358
1.62,1.74,n,phones,021358
1.74,1.82,uː,phones,021358
1.91,1.96,aː,phones,021358
1.96,1.99,ð,phones,021358
1.99,2.14,ei,phones,021358
2.14,2.23,n,phones,021358
2.23,2.3,s,phones,021358
2.3,2.35,p,phones,021358
2.35,2.45,ɛː,phones,021358
2.45,2.63,t,phones,021358
2.63,2.64,r,phones,021358
2.64,2.69,a,phones,021358
2.69,2.85,h,phones,021358
2.85,3.01,aː,phones,021358
