Begin,End,Label,Type,Speaker
0.62,0.92,verði,words,024798
0.92,1.03,þér,words,024798
1.03,1.1,að,words,024798
1.1,1.46,góðu,words,024798
0.62,0.68,v,phones,024798
0.68,0.77,ɛ,phones,024798
0.77,0.78,r,phones,024798
0.78,0.83,ð,phones,024798
0.83,0.92,ɪ,phones,024798
0.92,0.93,θ,phones,024798
0.93,0.97,j,phones,024798
0.97,1.02,ɛː,phones,024798
1.02,1.03,r,phones,024798
1.03,1.09,aː,phones,024798
1.09,1.1,ð,phones,024798
1.1,1.15,k,phones,024798
1.15,1.22,ouː,phones,024798
1.22,1.28,ð,phones,024798
1.28,1.46,ʏ,phones,024798
