Begin,End,Label,Type,Speaker
0.91,1.44,otti,words,012470
1.48,1.96,óttast,words,012470
1.96,2.17,ekki,words,012470
2.17,2.61,neitt,words,012470
0.91,1.01,ɔ,phones,012470
1.01,1.18,h,phones,012470
1.18,1.29,t,phones,012470
1.29,1.44,ɪ,phones,012470
1.48,1.6,ou,phones,012470
1.6,1.71,h,phones,012470
1.71,1.77,t,phones,012470
1.77,1.83,a,phones,012470
1.83,1.91,s,phones,012470
1.91,1.96,t,phones,012470
1.96,2.01,ɛ,phones,012470
2.01,2.08,h,phones,012470
2.08,2.13,c,phones,012470
2.13,2.17,ɪ,phones,012470
2.17,2.23,n,phones,012470
2.23,2.31,ei,phones,012470
2.31,2.43,h,phones,012470
2.43,2.61,t,phones,012470
