Begin,End,Label,Type,Speaker
0.6,0.71,á,words,024874
0.71,0.98,degi,words,024874
0.98,1.7,íslenskrar,words,024874
1.7,2.14,tungu,words,024874
2.14,2.22,eru,words,024874
2.22,3.35,margir,words,024874
3.35,4.1,viðburðir,words,024874
0.6,0.71,auː,phones,024874
0.71,0.76,t,phones,024874
0.76,0.79,eiː,phones,024874
0.79,0.85,j,phones,024874
0.85,0.98,ɪ,phones,024874
0.98,1.1,i,phones,024874
1.1,1.23,s,phones,024874
1.23,1.28,t,phones,024874
1.28,1.32,l,phones,024874
1.32,1.38,ɛ,phones,024874
1.38,1.45,n,phones,024874
1.45,1.58,s,phones,024874
1.58,1.62,k,phones,024874
1.62,1.63,r,phones,024874
1.63,1.67,a,phones,024874
1.67,1.7,r,phones,024874
1.7,1.78,tʰ,phones,024874
1.78,1.81,u,phones,024874
1.81,2.06,ŋ,phones,024874
2.06,2.11,k,phones,024874
2.11,2.14,ʏ,phones,024874
2.14,2.17,ɛː,phones,024874
2.17,2.18,r,phones,024874
2.18,2.22,ʏ,phones,024874
2.22,2.52,m,phones,024874
2.52,2.6,a,phones,024874
2.6,2.94,r,phones,024874
2.94,3.03,c,phones,024874
3.03,3.06,ɪ,phones,024874
3.06,3.35,r,phones,024874
3.35,3.37,v,phones,024874
3.37,3.54,ɪ,phones,024874
3.54,3.55,ð,phones,024874
3.55,3.68,p,phones,024874
3.68,3.72,ʏ,phones,024874
3.72,3.73,r,phones,024874
3.73,3.88,ð,phones,024874
3.88,3.95,ɪ,phones,024874
3.95,4.1,r,phones,024874
