Begin,End,Label,Type,Speaker
0.45,0.77,hér,words,024417
0.8,1.07,eru,words,024417
1.07,1.47,átta,words,024417
1.47,1.98,flottar,words,024417
1.98,2.49,blokkir,words,024417
0.45,0.46,ç,phones,024417
0.46,0.65,ɛː,phones,024417
0.65,0.77,r,phones,024417
0.8,0.94,ɛː,phones,024417
0.94,0.95,r,phones,024417
0.95,1.07,ʏ,phones,024417
1.07,1.17,au,phones,024417
1.17,1.35,h,phones,024417
1.35,1.4,t,phones,024417
1.4,1.47,a,phones,024417
1.47,1.58,f,phones,024417
1.58,1.61,l,phones,024417
1.61,1.65,ɔ,phones,024417
1.65,1.79,h,phones,024417
1.79,1.84,t,phones,024417
1.84,1.89,a,phones,024417
1.89,1.98,r,phones,024417
1.98,2.02,p,phones,024417
2.02,2.08,l,phones,024417
2.08,2.11,ɔ,phones,024417
2.11,2.23,h,phones,024417
2.23,2.31,c,phones,024417
2.31,2.35,ɪ,phones,024417
2.35,2.49,r,phones,024417
